ID,Name,Type,Longitude ,Latitude ,Evacuation_Centers
3424,Hijra Junction,mini_roundabout,81.8036502,7.3621279,
3425,Market,marketplace,80.2723234,6.2439681,Yes
3426,Kahaduwa Navodya School,school,80.212891,6.2206402,Yes
3427,Parama Visuddharamaya,place_of_worship,80.2126335,6.22224,Yes
3428,Sri Nikethanaramaya,place_of_worship,79.9489777,6.8089517,Yes
3429,Sri Sangarama Maha Viharaya,place_of_worship,79.9553399,6.8112874,Yes
3430,Dharmapala Adarsha Kanishta Vidyalaya,school,79.9615868,6.8304653,Yes
3431,Cargills Food City,supermarket,79.9395793,6.7964474,
3432,Lake Villa Bolgoda,hotel,79.9216407,6.7657165,
3433,St.Peter's Church,place_of_worship,79.8872226,6.7656313,Yes
3434,Janajaya Vidyalaya,school,79.8858654,6.7671708,Yes
3435,Sri Sunandopananda Maha Vidyalaya,school,79.8947381,6.741579,Yes
3436,Our Lady of Victories Convent,school,79.8811018,6.7727642,Yes
3437,St.Mary's Church,place_of_worship,79.8942553,6.7447861,Yes
3438,level_crossing,level_crossing,79.9016172,6.718389,
3439,Princess Of Walse College,school,79.884079,6.7844301,Yes
3440,Moratuwa Maha Vidyalaya,school,79.8848622,6.7783575,Yes
3441,Raja Maha Viharaya,place_of_worship,79.9061214,6.7614549,Yes
3442,Bolgoda Park Hotel,hotel,79.8964601,6.7656366,
3443,Telecom Training Centre,school,79.8956876,6.7680711,Yes
3444,place_of_worship,place_of_worship,79.9048286,6.741302,Yes
3445,place_of_worship,place_of_worship,79.9098228,6.7322987,Yes
3446,Bauddhaloka College,school,79.9194842,6.7101095,Yes
3447, ,ferry_terminal,79.9652105,6.7240145,
3448,Sri Parakrama Maha Vidyalaya,school,79.9553024,6.7202533,Yes
3449,White Heaven Hotel,hotel,79.9176603,6.6843229,
3450,Wadduwa Holiday Resort,hotel,79.9197095,6.6789789,
3451,Sri Sumangala Balika Vidyalaya,school,79.908058,6.7020433,Yes
3452,Saffron Beach Hotel,hotel,79.9261521,6.6641082,
3453,Wadduwa Police Station,police,79.9299072,6.6644439,
3454,Mahindaramaya,place_of_worship,79.9290972,6.666021,Yes
3455,Daladha Watte Maha Viharaya,place_of_worship,79.9312108,6.6769543,Yes
3456,Hatton National Bank (HNB),bank,79.9294853,6.6656998,
3457, ,post_office,79.9295255,6.6631955,
3458,Reef Villa Spa,hotel,79.9287378,6.6589718,
3459,Siddhalepa Ayurveda Health Resort,hotel,79.9296354,6.6571858,
3460,Wadduwa Public Market,marketplace,79.9298214,6.6633303,Yes
3461,Maha Viharaya,place_of_worship,79.9378251,6.664641,Yes
3462,Molligoda Pirivena,place_of_worship,79.9393754,6.653212,Yes
3463,Welipitiya Temple,place_of_worship,79.9108206,6.7067584,Yes
3464,Pinwatte Pirivena,place_of_worship,79.9201601,6.6878287,Yes
3465,Sri Dharmaramaya,place_of_worship,79.9295049,6.7018089,Yes
3466,Sri Sumangala Vidyalaya,school,79.9147206,6.7091505,Yes
3467,Sri Seevali Maha Vidyalaya,school,79.9170487,6.6955594,Yes
3468,Sri Bodhirukkaramaya,place_of_worship,79.9181592,6.6945737,Yes
3469,Royal College,school,79.9105417,6.7040466,Yes
3470,Mahawila Primary College,school,79.9347781,6.7073124,Yes
3471,Weedhagama Weda Temple,place_of_worship,79.9953773,6.7129038,Yes
3472,Dharmachakra Padanama,place_of_worship,80.0008034,6.7253144,Yes
3473,Pathahawaththa Raja Maha Viharaya,place_of_worship,80.0051006,6.7162557,Yes
3474,Sampath Bank,bank,79.9903481,6.7127733,
3475,Olaboduwa Purana Maha Viharaya,place_of_worship,80.0302353,6.7690832,Yes
3476, ,post_office,79.9904983,6.7132421,
3477,Seylan Bank,bank,79.9899404,6.7157142,
3478,Peoples Bank,bank,79.9908631,6.7156183,
3479,Public Library,library,79.9913245,6.7132315,
3480,Sathosa,supermarket,79.9909168,6.7136577,
3481,Private Bus Stand,bus_station,79.9888997,6.7139454,
3482,BOC,bank,79.9903481,6.7131889,
3483,Raigama Purana Viharaya,place_of_worship,80.0132274,6.7214626,Yes
3484,Veedagama Raja Maha Viharaya,place_of_worship,79.9940777,6.7177312,Yes
3485,Kamaro Holiday Resort,hotel,79.97006,6.704718,
3486,Sri Mangalaramaya,place_of_worship,80.0355702,6.7819585,Yes
3487,Olaboduwa Maha Vidyalaya,school,80.0390088,6.7664783,Yes
3488,Sri Poorwaramaya,place_of_worship,80.054638,6.7851573,Yes
3489,Padukka Base Hospital,hospital,80.0896596,6.8400553,Yes
3490,Siri Piyarathana College,school,80.0883829,6.8395546,Yes
3491,Siri Piyarathana Primary College,school,80.0917839,6.8406039,Yes
3492,Base Hospital,hospital,80.1789289,6.6451235,Yes
3493,Raja Maha Viharaya,place_of_worship,80.0561052,6.7198164,Yes
3494,Vidyaratanaya,school,80.0559353,6.7206408,Yes
3495,Athura Hospital,hospital,80.1794385,6.6448198,Yes
3496,Govinna Maha Vidyalaya,school,80.1210575,6.6708856,Yes
3497,Sri Sudharshanarama Maha Viharaya,place_of_worship,80.1189547,6.6774498,Yes
3498,BOC,bank,80.1766168,6.7437792,
3499, ,supermarket,80.1772766,6.7458515,
3500,Peoples Bank,bank,80.1777184,6.7438016,
3501, ,fuel,80.1774743,6.7438389,
3502,bus_station,bus_station,80.1770031,6.7459634,
3503,Maha Saman Devalaya,place_of_worship,80.3800911,6.6905657,Yes
3504,Central Bus Stand,bus_station,80.212199,6.9518824,
3505,Private Bus Stand,bus_station,80.2130251,6.9510837,
3506,warakapola co-op,fuel,80.201967,7.2304457,
3507, ,supermarket,80.2005133,7.2286124,
3508, ,fuel,80.2002102,7.2276544,
3509, ,restaurant,80.1927451,7.2230136,
3510,H.N.B  warakapola,bank,80.1975651,7.2249934,
3511,rangana rest,restaurant,80.194451,7.2237294,
3512,com,bank,80.2003867,7.2282769,
3513,s.b.l,bank,80.200494,7.2284712,
3514,WARAKAPOLA,police,80.1997162,7.2275079,
3515,B.O.C,bank,80.2004404,7.2283328,
3516,P.B,bank,80.2005262,7.2285403,
3517, ,toilets,80.1995016,7.2259832,
3518, ,post_office,80.1976884,7.2253073,
3519,alcohol,alcohol,80.2009902,7.2288118,
3520, ,restaurant,80.1916079,7.2224389,
3521, ,convenience,80.1914711,7.2223963,
3522,school,school,80.1899116,7.2225532,Yes
3523,alcohol,alcohol,80.2021811,7.2303072,
3524, ,car_repair,80.1803506,7.2120266,
3525, ,marketplace,80.2013594,7.2292214,Yes
3526, ,restaurant,80.1812814,7.2128222,
3527,kinithunagala aranya,place_of_worship,80.1733072,7.2348546,Yes
3528,Cepetco-Dalugama,fuel,79.9234101,6.9746474,
3529,Contras,cinema,79.9219961,6.9742884,
3530,A&a Auto Service,car_wash,79.9235424,6.9744281,
3531,Rest House Avissawella,hotel,80.210192,6.9539896,
3532,Hotel Famous,hotel,80.2121668,6.9490229,
3533,Purple Sun Holiday Resort,hotel,80.2116027,6.9480705,
3534,Chandra,cinema,80.2061613,6.9549749,
3535,St.Mary's College,school,80.2165656,6.9525693,Yes
3536,Bus Yard,bus_station,80.2048497,6.9552744,
3537,Seylan Bank Avissawella,bank,80.2133945,6.9512899,
3538,Cargills Food City Avissawella,supermarket,80.2138727,6.9503701,
3539,Raja Maha Viharaya,place_of_worship,80.2149831,6.9541083,Yes
3540,Sampath Bank Avissawella,bank,80.2138244,6.9522711,
3541,H N B Avissawella,bank,80.2136546,6.950776,
3542, ,mini_roundabout,80.2151826,6.9629842,
3543,Kelani Valley Private Hospital,hospital,80.2065468,6.9554805,Yes
3544,People's Bank Avissawella,bank,80.2140175,6.9522818,
3545,Seethawaka National School,school,80.2161974,6.9575413,Yes
3546,B O C Avissawella,bank,80.2134786,6.9522409,
3547,Avissawella Base Hospital,hospital,80.2071047,6.9565508,Yes
3548,Church of Christ Ukwatte,place_of_worship,80.2034443,6.9530912,Yes
3549,Karawanella Base Hospital,hospital,80.2617448,7.0248662,Yes
3550,Ganemulla Police Station,police,79.9597806,7.0667423,
3551,Sathosa Ganemulla,supermarket,79.9601754,7.067046,
3552,Bus Stand Ganemulla,bus_station,79.9611268,7.0662794,
3553,Post Office Ganemulla,post_office,79.9605099,7.0663646,
3554,Retail Shop,convenience,79.9522819,7.062499,
3555,Damthilina Viharaya,place_of_worship,79.9476492,7.061126,Yes
3556,Sampath Bank,bank,79.9618145,7.0648947,
3557,Commercial Bank,bank,79.9620662,7.0642219,
3558,Cooperative Shop - Galahitiyawa South,supermarket,79.9522844,7.0609716,
3559,Subadraramaya Temple,place_of_worship,79.9551251,7.0692068,Yes
3560,Mahindaramaya Temple,place_of_worship,79.9589684,7.07122,Yes
3561,Garagoda Primary School,school,80.2915334,7.0277839,Yes
3562,Sri Nandharamaya,place_of_worship,80.2986359,7.0287848,Yes
3563,Yatiyanthota National School,school,80.289173,7.0334646,Yes
3564,Siriwardhana Maha Vidyalaya,school,80.2953689,7.0311061,Yes
3565,Lanka Tiles,marketplace,80.0387877,6.8963034,Yes
3566,Bus Depot Kandy North,bus_station,80.5978416,7.3276224,
3567,Nugawela Balika Vidyalaya,school,80.5866488,7.3268695,Yes
3568,Malagammana Raja Maha Viharaya,place_of_worship,80.5852192,7.325143,Yes
3569,Nugawela Central College,school,80.5848839,7.3264785,Yes
3570,St.Servatius College,school,80.5522387,5.943709,Yes
3571,MahaMaya Girls School,school,80.5530541,5.9430474,Yes
3572,Jayasumanaramaya,place_of_worship,80.5536844,5.9438824,Yes
3573,St.Mary's Convent,school,80.55281,5.9441278,Yes
3574,bus_station,bus_station,80.556541,5.9473799,
3575,Sri Wajiraghnana Dhrmawijaya Dharmayathanaya,place_of_worship,80.5633431,5.9456671,Yes
3576,Matara Technical College,school,80.5661138,5.9452323,Yes
3577,Hameedia,clothes,80.55027,5.9457365,
3578,Migadhaya Pirivena,place_of_worship,80.5441975,5.943773,Yes
3579,Matara Dutch Fortress,castle,80.5482744,5.9443493,
3580,place_of_worship,place_of_worship,80.6083291,5.9647628,Yes
3581,Rural Bank,bank,80.6008296,6.0249105,
3582,Jayawardhanaramaya,place_of_worship,80.6047939,6.0225312,Yes
3583,Thumbodhi Viharaya,place_of_worship,80.6026213,6.017095,Yes
3584,Peoples Bank,bank,80.600945,6.0247718,
3585,Yatiyana Primary School,school,80.6015109,6.0247398,Yes
3586,Thihagoda National School,school,80.5659073,6.0142782,Yes
3587,Sri Medhananda Primary School,school,80.535078,5.9447227,Yes
3588,Parey Duwa Temple,place_of_worship,80.5491971,5.9416601,Yes
3589,Keells Super,supermarket,80.5360381,5.9477942,
3590,Old Dutch Market,archaeological_s,80.5350565,5.9478494,
3591,police,police,80.5382591,5.9503944,
3592,place_of_worship,place_of_worship,80.5544247,5.9539212,Yes
3593,Kitulwana Temple,place_of_worship,80.5482369,5.9556819,Yes
3594,Leeds Int. School,school,80.550447,5.9532969,Yes
3595,place_of_worship,place_of_worship,80.5949234,5.9303805,Yes
3596,Godauda Maha Vidyalaya,school,80.6477093,5.9579388,Yes
3597,Thalalla Technical College,school,80.6269865,5.9488365,Yes
3598,Villa Nicomar,hotel,80.6509199,5.956058,
3599,Thalalla Maha Vidyalaya,school,80.6278073,5.9488204,Yes
3600, ,car,79.8712715,6.8793373,
3601, ,fuel,79.8717596,6.8787808,
3602,Mannapperuma Car Sale,car,79.8574393,6.8866948,
3603,Gandhara Crafts & Artifacts,gift,79.8730819,6.8771218,
3604,Giordano,clothes,79.859408,6.888708,
3605,Cafe Che,cafe,79.8731544,6.876962,
3606,Army School,school,79.8505675,6.926897,Yes
3607,National Museum,museum,79.8608564,6.9097706,
3608,Nanda Motors,car,79.8632919,6.9096534,
3609,Burger Shop,restaurant,79.8880004,6.8701582,
3610, ,fountain,79.8722547,6.9027463,
3611,BMICH Parking,parking,79.8717677,6.9012338,
3612,TNL Radio Networks,antenna,79.8546893,6.9044808,
3613,Bellagio Cassino,pub,79.8537451,6.9048856,
3614,HNB Hambathota,bank,81.124708,6.1242244,
3615,Hambantota Police Station,police,81.1253892,6.1259206,
3616,BOC Hambathota,bank,81.126092,6.122827,
3617, ,water_tank,81.1276621,6.12209,
3618,Dharshana Cinema Hall Hambathota,cinema,81.119703,6.1243258,
3619,Seylan Bank Hambathota,bank,81.1247938,6.1244964,
3620,Hambantota Bus Stand,bus_station,81.1257755,6.1255312,
3621,Hambantota Rest House,guest_house,81.1270147,6.1230456,
3622,Zahira National School,school,81.1249494,6.1266246,Yes
3623,St. Mary's National School,school,81.1234226,6.1279247,Yes
3624,People's Bank Hambathota,bank,81.1254965,6.1271953,
3625,Hambantota Vidyalaya,school,81.1206954,6.1269873,Yes
3626,Publi Library,library,81.1261617,6.1279581,
3627,Hambantota General Hospital,hospital,81.1224549,6.1271953,Yes
3628,Amila Stores,supermarket,79.9401719,6.9263539,
3629,Bank Junction,bus_stop,79.9404079,6.9270142,
3630,Mulleriyawa Hospital,bus_stop,79.9403436,6.9246232,
3631,Rubergasmol Junction,bus_stop,79.9404938,6.9225011,
3632,Sunflower Village,bus_stop,79.9417625,6.9223306,
3633,Pinthaliya Junction,bus_stop,79.942207,6.9185746,
3634,Ediriweera Sarachchandra College - Himbutana,school,79.9408452,6.9240694,Yes
3635, ,post_office,79.9406299,6.9248799,
3636,Sirimavo Bandaranayake Public Library,library,79.9287135,6.9247057,
3637,166 Bus Station,bus_station,79.9270076,6.9241865,
3638,Mulleriyawa Post Office,post_office,79.9278928,6.9270648,
3639,Mulleriyawa Police Station,police,79.9292124,6.9272619,
3640,R&T Ref Engineering,doityourself,79.9269674,6.9321025,
3641,Salmaluyana Fuel Station,fuel,79.9440477,6.9171677,
3642,Theraputta Raja Maha Viharaya,place_of_worship,81.0184925,6.1121806,Yes
3643,Theraputta National School,school,81.0243236,6.1201707,Yes
3644,Theraputta Primary School,school,81.0223763,6.1173491,Yes
3645,HNB Ambalantota,bank,81.0220276,6.1223789,
3646,Ambalantota Hospital,hospital,81.0220545,6.1147035,Yes
3647,BOC Ambalantota,bank,81.0238086,6.1218935,
3648,Girihadu Raja Maha Viharaya,place_of_worship,81.0201536,6.1230636,Yes
3649,Rangiri Viharaya,place_of_worship,81.0221296,6.12695,Yes
3650,Peoples Bank Ambalantota,bank,81.0228859,6.1235364,
3651,Ambalantota Maha Vidyalaya,school,81.0086917,6.1212695,Yes
3652,Gotha Pabbatha Raja Maha Viharaya,place_of_worship,81.0518055,6.1095242,Yes
3653,Madunagala Hot Water Springs,viewpoint,80.9822467,6.2535896,
3654,Wijayaba National School,school,80.9311115,6.1118285,Yes
3655,Wewurukannala Raja Maha Viharaya,place_of_worship,80.6992077,5.9768846,Yes
3656,Hotel Maliyaddha,hotel,80.6619035,5.9621111,
3657,Batheegama District Hospital,hospital,80.6775569,5.9624686,Yes
3658,Maliyaddha Purana Viharaya,place_of_worship,80.661866,5.9629914,Yes
3659,Wellawaya Bus Stand,bus_station,81.102333,6.7297629,
3660,Diyatalawa Base Hospital,hospital,80.9570216,6.8055613,Yes
3661,Diyatalawa Bus Stand,bus_station,80.9569572,6.8080968,
3662,Juicy Shop,greengrocer,79.9017942,6.9069414,
3663,KFC Rajagiriya,fast_food,79.9037825,6.9063783,
3664,HSBC,bank,79.9010091,6.907454,
3665,Hameedia,clothes,79.9038683,6.9063303,
3666,Cargills,supermarket,79.9058424,6.9012498,
3667,St Thomas,place_of_worship,79.9014865,6.8817792,Yes
3668,Kotte Museum,museum,79.905244,6.893611,
3669,Solis Hotel,hotel,79.9033719,6.8895795,
3670,place_of_worship,place_of_worship,80.9925502,6.8292322,Yes
3671,Dharmapala College,school,80.9847342,6.8326784,Yes
3672,Albarakka Int. School,school,80.9849166,6.832215,Yes
3673,Cargills,supermarket,80.9884947,6.8310379,
3674,level_crossing,level_crossing,80.9868275,6.8286516,
3675,Randumahala Guest House,guest_house,80.9856676,6.8322682,
3676,Vishaka College Bandarawela,school,80.9885939,6.8347423,Yes
3677,Ettampitiya Base Hospital,hospital,80.9897955,6.9347463,Yes
3678,Maliththa Central College,school,80.9889855,6.8899169,Yes
3679,Ettampitiya Central College,school,80.9903722,6.9380293,Yes
3680,Ettampitiya,post_office,80.9907575,6.9366165,
3681, ,fuel,80.988044,6.8319274,
3682,St. Anthony's Church,place_of_worship,80.9911688,6.8310086,Yes
3683,Seewali Vidyalaya,school,80.9928291,6.8306597,Yes
3684,Dharmashoka College,school,81.0013263,6.8312562,Yes
3685,Bandarawela Central College,school,81.0046201,6.8306171,Yes
3686,Bandarawela Rest House,guest_house,80.9866064,6.834239,
3687,"St. Thomas College\, Guruthalawa",school,80.9003895,6.8440766,Yes
3688,Hinnarangolla Temple,place_of_worship,80.892434,6.8210828,Yes
3689,Erabedda Ancient Temple,place_of_worship,80.8766626,6.8868706,Yes
3690,Peoples Bank,bank,80.91252,6.9035219,
3691,Cargills,supermarket,80.9127544,6.9033214,
3692,Welimada,bus_station,80.9114117,6.9056221,
3693,Welimada,post_office,80.9127775,6.9039373,
3694,Dirumwela Raja Maha Viharaya,place_of_worship,80.8849721,6.9027835,Yes
3695,Dharmapala Vidyalaya,school,80.8960496,6.830697,Yes
3696,Garden Beach Hotel,hotel,79.9543851,6.5955192,
3697, ,fuel,79.958859,6.5944907,
3698,Deshastra Balika Vidyalaya,school,79.9545889,6.6017593,Yes
3699,Thissa Central College,school,79.9542939,6.6089212,Yes
3700,Ethanamadala Primary College,school,79.966455,6.6041306,Yes
3701,Siddhalepa Ayurveda Health Resort,hotel,79.9356901,6.6426245,
3702,Cargills,supermarket,79.956504,6.5998995,
3703,Dambulu Furniture,gift,79.9570957,6.5999248,
3704,Pothupitiya Central College,school,79.9401318,6.6394488,Yes
3705,Golden Sun Resort,hotel,79.9412154,6.6275769,
3706,New Wadduwa Beach Resort,hotel,79.9314307,6.6534517,
3707,Villa Ocean View,hotel,79.9306046,6.6547625,
3708,Hotel Panorama,hotel,79.9612032,6.5933236,
3709,Kalutara North,police,79.9559783,6.6019991,
3710,Palathota Sri Gangaramaya,place_of_worship,79.9685525,6.5947305,Yes
3711, ,fountain,79.9754136,6.6014129,
3712,Sri Vimalasara Maha Vidyalaya,school,79.9720608,6.5948904,Yes
3713,Richmond Castle,castle,79.9750917,6.6016367,
3714,Holy Family Convent Kalutara,school,79.9638855,6.5781786,Yes
3715,St Johns College,school,79.9624263,6.5830227,Yes
3716,Kalutara,police,79.9611067,6.5849731,
3717,Peoples Bank,bank,79.961788,6.5813707,
3718,Gnanodaya Vidyalaya,school,79.9630647,6.5812641,Yes
3719,Urban Council Kalutara,townhall,79.9610799,6.58557,
3720,Chithra,cinema,79.9615358,6.5845735,
3721,Kumari Kanda Temple,place_of_worship,79.9644541,6.5828149,Yes
3722,Phillip Hospital,hospital,79.9627482,6.5793403,Yes
3723,Fire & Rescue Kalutara,fire_station,79.9615037,6.5858364,Yes
3724,BOC,bank,79.961729,6.5817277,
3725,NSB,bank,79.9619489,6.5807738,
3726,BOC,bank,79.9612944,6.5816904,
3727,NDB Bank,bank,79.9615895,6.5805074,
3728,HNB,bank,79.965012,6.5723858,
3729,Kalutara,supermarket,79.9610209,6.582266,
3730,Kalutara,post_office,79.9593632,6.5837102,
3731,Welapura Vidyalaya,school,79.9611979,6.5800118,Yes
3732,Sathosa,convenience,79.9599211,6.5823299,
3733,Keththarama Temple,place_of_worship,79.9664389,6.5733237,Yes
3734,Sri Devananda Vidyalaya,school,79.9665408,6.5736168,Yes
3735,Cargills,supermarket,79.9618309,6.5800011,
3736,Commercial Bank of Ceylon PLC,bank,79.9619918,6.5795375,
3737,Kalutara Mosque,place_of_worship,79.9652373,6.570382,Yes
3738,Ananadharamaya,place_of_worship,79.9732142,6.5720288,Yes
3739,St.Anthony's,place_of_worship,79.9690782,6.555087,Yes
3740,place_of_worship,place_of_worship,79.9707305,6.5672751,Yes
3741,Muslim Central College,school,79.9669432,6.5702914,Yes
3742,Muslim Balika Maha Vidyalaya,school,79.9703174,6.5715811,Yes
3743,BOC,bank,79.9692284,6.5608374,
3744,Kalutara General Hospital,hospital,79.985238,6.5630687,Yes
3745,Dharmapala Vidyalaya,school,79.9728601,6.5591427,Yes
3746,St. Mary's Church,place_of_worship,79.9681064,6.552505,Yes
3747,Buddhist Primary School,school,79.9712562,6.5610772,Yes
3748,St. Joseph's,place_of_worship,79.9765348,6.5305395,Yes
3749,Bandaranayake Maha Vidyalaya,school,79.9757355,6.5367005,Yes
3750,St Patrick Saviour,place_of_worship,79.9795925,6.5203385,Yes
3751,Laughs Supermarket,supermarket,79.8778734,6.8494885,
3752,Keels Supermarket,supermarket,79.8851462,6.8537524,
3753,Dehiwala Mount-Lavinia Fire Station,fire_station,79.8783803,6.8405911,Yes
3754,crossing,crossing,79.8768738,6.8497127,
3755,Raja's Stores,convenience,80.2177192,6.0261543,
3756,ul Qadiriyaa Taikka,place_of_worship,80.217864,6.0258769,Yes
3757,ul Qadiriyaa Taikka,place_of_worship,80.2173867,6.0244899,Yes
3758,Peoples Bank,bank,79.9806654,6.5040506,
3759,Monis Restaurant,restaurant,79.9798607,6.5020999,
3760,New Monis Bakery,bakery,79.9799412,6.5024783,
3761, ,bus_stop,79.9828433,6.4778002,
3762,Beruwala,police,79.9835568,6.4822189,
3763, ,taxi,79.9826126,6.4769474,
3764,Ketchimale Mosque,place_of_worship,79.9764489,6.4728698,Yes
3765,Al Humaisara National College,school,79.9894308,6.4766809,Yes
3766,Commercial Bank of Ceylon PLC,bank,80.6978612,6.6529509,
3767,Balangoda Vidyaloka Maha Vidyalaya,school,80.698505,6.6487202,Yes
3768,Balangoda,police,80.7003128,6.6494555,
3769,Sudharshana Maha Viharaya,place_of_worship,80.6983816,6.6552474,Yes
3770,Cargills Food City,supermarket,80.7002752,6.647825,
3771,Tamil Vidyalaya,school,80.6986927,6.6446547,Yes
3772,Balangoda Main Bus Stand,bus_station,80.7016914,6.6505585,
3773,Welange Purana Raja Maha Viharaya,place_of_worship,80.6953292,6.6328628,Yes
3774,Rathmalvinna Central College,school,80.7196086,6.6727984,Yes
3775,Buddha Statue,monument,80.7052872,6.6524223,
3776,St. Joseph's Church,place_of_worship,80.7022279,6.6573201,Yes
3777,Nigrodharamaya,place_of_worship,80.6000142,6.8922522,Yes
3778,Hatton,police,80.5987134,6.8939564,
3779,Sri Pada College,school,80.6002342,6.8947686,Yes
3780,Hatton Jumma Mosque,place_of_worship,80.5990674,6.8918048,Yes
3781, ,fuel,80.598244,6.8903749,
3782,Hatton Central Bus Stand,bus_station,80.5988877,6.8893098,
3783,Dickoya Base Hospital,hospital,80.6002986,6.8548993,Yes
3784,Christchurch Warleigh,place_of_worship,80.5952828,6.8631706,Yes
3785,Highland Central College,school,80.5962565,6.8895973,Yes
3786,New Valley Holiday Home,hotel,80.602616,6.8511603,
3787,Buddhist College,school,80.5723204,7.165099,Yes
3788,Gampola,police,80.570864,7.1625921,
3789,Public Library,library,80.5705341,7.1625202,
3790,Pan Asia,bank,80.5719342,7.1626533,
3791,Gampola,post_office,80.5700861,7.1626985,
3792,Peoples Bank,bank,80.5714192,7.1624829,
3793,DFCC,bank,80.5717813,7.162624,
3794,NDB,bank,80.5720951,7.1626932,
3795,Suwa Bawana Hospital,hospital,80.5735918,7.16392,Yes
3796,Bentota Bake House,bakery,80.5737554,7.1640824,
3797,Gampola Jummah Masjid,place_of_worship,80.5731707,7.1688567,Yes
3798,HNB,bank,80.5704187,7.1637391,
3799,Gampola Zahira College,school,80.5717277,7.1696018,Yes
3800,Jayabima,cinema,80.5683427,7.1614743,
3801,Gampola Rest House,guest_house,80.5674576,7.16099,
3802,Gampola,bus_station,80.5676132,7.1617671,
3803,St.Andrews College,school,80.5691581,7.1581424,Yes
3804,Nagaragiri School,school,80.5004399,7.1733701,Yes
3805,Hemmathagama Hospital,hospital,80.5014055,7.1736096,Yes
3806,Zahira Arabic College,school,80.5115013,7.1719437,Yes
3807,Jinaraja Boys College,school,80.5569004,7.1603406,Yes
3808,Devi Balika Vidyalaya,school,80.5566858,7.1577112,Yes
3809,Ulapane Rural Hospital,hospital,80.5643784,7.1062972,Yes
3810,Ethgala,bus_station,80.568155,7.132838,
3811,level_crossing,level_crossing,80.1952375,6.9401274,
3812,Iqra Muslim Maha Vidyalaya,school,80.5604946,7.105041,Yes
3813,Mahaweli Maha Seya,place_of_worship,80.6045472,7.0696029,Yes
3814,Kotmale Holiday Resort,hotel,80.5758046,7.0838913,
3815,Al Minhaj National School,school,80.5708479,7.0564214,Yes
3816,St. Anthony's College,school,80.6275713,7.3227035,Yes
3817,Mahaweli Reach Hotel,hotel,80.630924,7.3254117,
3818,Tree Of Life,hotel,80.5764644,7.3197079,
3819,Zahira College,school,80.6257795,7.3278804,Yes
3820,Katugastota,police,80.6230759,7.3320039,
3821,Poojapitiya Bomaluwa,place_of_worship,80.5865834,7.3781717,Yes
3822,Asgiri Maha Viharaya,place_of_worship,80.6334614,7.2987492,Yes
3823,Sangaraja Temple,place_of_worship,80.6378092,7.2893922,Yes
3824,Mahamaya Girls College,school,80.6452443,7.2869817,Yes
3825,Sharon Inn,hotel,80.6419377,7.2871295,
3826,LAKSALA,convenience,80.6373238,7.2916191,
3827,Mark,books,80.6365674,7.29296,
3828,Lake side Adventist,hospital,80.6452704,7.288119,Yes
3829,HNB,bank,80.6373613,7.2929067,
3830,Reebok,convenience,80.6369,7.2924066,
3831,Sherene Garden,hotel,80.6417414,7.2873649,
3832,Pink House,hotel,80.6423314,7.2897567,
3833,Malwathu Maha Viharaya,place_of_worship,80.6411701,7.2905735,Yes
3834,Serene Gardens,hotel,80.6443163,7.2850848,
3835,Kandy Fire Brigade,fire_station,80.6353014,7.2919383,Yes
3836,Peoples Bank,bank,80.6362747,7.2929784,
3837,Highest View,hotel,80.6424414,7.2892751,
3838,Devon,restaurant,80.6366693,7.2929227,
3839,Senani,hotel,80.6389136,7.2885499,
3840,Wales,cinema,80.6358271,7.2918425,
3841,White House,restaurant,80.6359448,7.292997,
3842,Hillwood College,school,80.6413444,7.2888175,Yes
3843,Kandy City Centre,supermarket,80.6371521,7.2923693,
3844,Sampath Bank Kandy,bank,80.6360843,7.293005,
3845,Torrington Shopping Complex,marketplace,80.6353872,7.292928,Yes
3846,Devon Hotel,hotel,80.6498767,7.2844199,
3847,D.S Senanayake Memorial Library,library,80.6356071,7.2921565,
3848,Castle Hill,guest_house,80.6384637,7.2888149,
3849,Tenne Kumbura Temple,place_of_worship,80.6624185,7.2848932,Yes
3850,D.S Senanayake College,school,80.6468134,7.2904644,Yes
3851,Dharmaraja College,school,80.6481653,7.2903154,Yes
3852,Bogambara,bus_station,80.6337993,7.2896237,
3853, ,parking,80.6347059,7.292529,
3854,Fish Market,fishmonger,80.6343304,7.2914807,
3855,Fire Brigade Kandy,fire_station,80.6227111,7.2816792,Yes
3856,Delight,bakery,80.6154959,7.2770445,
3857,DFCC,bank,80.6123041,7.2749426,
3858, ,mini_roundabout,80.6121597,7.2688998,
3859,level_crossing,level_crossing,80.6278969,7.2863722,
3860,Commercial Bank,bank,80.6095844,7.273591,
3861,Nolimit,clothes,80.6232756,7.2832872,
3862,Sriyani Dress Point,clothes,80.623092,7.2831319,
3863,Kotuwe Kade,convenience,80.6229146,7.2830204,
3864,Shifani Gems,jewelry,80.6156837,7.2771509,
3865,Arpico Super Centre,supermarket,80.6204098,7.28078,
3866,Sampath Bank,bank,80.6118213,7.2751927,
3867,Mahanama College,school,80.6064784,7.2717711,Yes
3868,Kandy,bus_station,80.6309508,7.2897407,
3869,BOC,bank,80.6370099,7.2932872,
3870,Kandy Muslim Hotel,hotel,80.6354757,7.2932792,
3871,Kandy Tourist Information Centre,information,80.6395061,7.2940325,
3872,Fashion Bug,clothes,80.6366291,7.2933005,
3873,DHL,convenience,80.6392335,7.2939417,
